0	0.34354594	0.34354594
0.1	0.075808912	0.06121964
0.2	0.069005832	0.06642409
0.3	0.072170517	0.061113592
0.4	0.063834716	0.057536045
0.5	0.055288221	0.052864073
0.6	0.053396581	0.049151688
0.7	0.057934878	0.04593854
0.8	0.067880246	0.053431232
0.9	0.063668691	0.053412757
1	0.060887779	0.050113982
1.1	0.0610597	0.055873808
1.2	0.060018078	0.047424399
1.3	0.052015107	0.036307108
1.4	0.041265008	0.032378307
1.5	0.037943874	0.035953892
1.6	0.04219582	0.038172078
1.7	0.044649989	0.039653396
1.8	0.035195082	0.036607501
1.9	0.031761391	0.035855386
2	0.035999811	0.041249395
2.1	0.034602483	0.039396791
2.2	0.029410598	0.033913854
2.3	0.030594487	0.032067217
2.4	0.034191246	0.032348096
2.5	0.039013864	0.03335618
2.6	0.036823702	0.033037494
2.7	0.034353851	0.030897742
2.8	0.028481481	0.032839026
2.9	0.032491172	0.035219723
3	0.025121197	0.031590627
3.1	0.023707317	0.026339735
3.2	0.021638437	0.029460873
3.3	0.026825768	0.029682379
3.4	0.02703497	0.026976774
3.5	0.024206473	0.017186814
3.6	0.023501416	0.015058887
3.7	0.026319742	0.017147398
3.8	0.027450722	0.017257561
3.9	0.024243052	0.007386299
4	0.021743446	0.006278796
4.1	0.023364446	0.004720103
4.2	0.027404707	0.004862804
4.3	0.025328486	0.004347856
4.4	0.023029906	0.003475933
4.5	0.024921535	0.003472966
4.6	0.02877119	0.004456609
4.7	0.028325374	0.003864487
4.8	0.022367191	0.003411425
4.9	0.022652809	0.003286821
5	0.024290772	0.003662387
5.1	0.024093025	0.003660939
5.2	0.024117532	0.003666861
5.3	0.024140192	0.003632545
5.4	0.023968635	0.003635148
5.5	0.023521542	0.003678048
5.6	0.022941908	0.003683578
5.7	0.022442039	0.003683883
5.8	0.022201004	0.003688962
5.9	0.022216154	0.003700166
6	0.022415784	0.003716684
6.1	0.022830436	0.003739333
6.2	0.023909865	0.003763341
6.3	0.024187852	0.00377403
6.4	0.023295091	0.003781456
6.5	0.022974364	0.0038004
6.6	0.023262082	0.003808954
6.7	0.023731778	0.003807937
6.8	0.023181129	0.003783187
6.9	0.02308807	0.003763236
7	0.023101227	0.00373439
7.1	0.02308265	0.003739368
7.2	0.022866069	0.003774388
7.3	0.022555746	0.003776848
7.4	0.022315586	0.003757415
7.5	0.022265494	0.003733149
7.6	0.022376985	0.003745372
7.7	0.022628056	0.003802066
7.8	0.022950424	0.003873889
7.9	0.023256368	0.003916651
8	0.023470348	0.003950722
8.1	0.02360575	0.003971877
8.2	0.023416928	0.003965434
8.3	0.023651618	0.003926888
8.4	0.024527886	0.00390606
8.5	0.024392663	0.003913542
8.6	0.024595173	0.003929707
8.7	0.025029494	0.00393324
8.8	0.02508912	0.003907345
8.9	0.025006238	0.003900357
9	0.024838976	0.003878703
9.1	0.025007933	0.003853412
9.2	0.025665878	0.003898501
9.3	0.026159375	0.003904042
9.4	0.025399422	0.003871094
9.5	0.025196605	0.00391829
9.6	0.025127147	0.003936385
9.7	0.024876655	0.003934592
9.8	0.024514305	0.003961396
9.9	0.024345722	0.003935881
10	0.024248514	0.003887823
10.1	0.024398811	0.003869784
10.2	0.024468061	0.003895434
10.3	0.024765375	0.00396691
10.4	0.025008233	0.00399313
10.5	0.025312748	0.004028443
10.6	0.025603825	0.004044377
10.7	0.025806485	0.004001518
10.8	0.025962596	0.003969025
10.9	0.02633788	0.00399644
11	0.026569969	0.003999387
11.1	0.026169228	0.003941392
11.2	0.025932122	0.003966231
11.3	0.026092535	0.004028207
11.4	0.026276387	0.004083414
11.5	0.025737065	0.004026011
11.6	0.025361983	0.003990072
11.7	0.025459832	0.003958606
11.8	0.02555299	0.003912145
11.9	0.02567031	0.003912677
12	0.026004636	0.003957641
12.1	0.026083162	0.004016081
12.2	0.026058647	0.004048859
12.3	0.026395472	0.004086935
12.4	0.02678014	0.004124045
12.5	0.027398525	0.004143408
12.6	0.028300062	0.00418949
12.7	0.029934439	0.004322087
12.8	0.030183439	0.004344471
12.9	0.028895932	0.004247774
13	0.028321048	0.004269898
13.1	0.028773234	0.00434441
13.2	0.029119446	0.004228711
13.3	0.028315755	0.004121953
13.4	0.02865581	0.004111515
13.5	0.029749442	0.004210271
13.6	0.029438784	0.004254223
13.7	0.028476229	0.004198032
13.8	0.02777184	0.004214417
13.9	0.02740813	0.0042906
14	0.027224176	0.004255067
14.1	0.027190486	0.004200184
14.2	0.027054556	0.004196594
14.3	0.027235656	0.004237276
14.4	0.027588339	0.004306627
14.5	0.027702415	0.004358513
14.6	0.027144295	0.004402287
14.7	0.026761805	0.004482148
14.8	0.027436595	0.004695264
14.9	0.027706005	0.004686378
15	0.027320268	0.00458295
15.1	0.027226231	0.004589243
15.2	0.027897257	0.004704327
15.3	0.028634912	0.004783806
15.4	0.028720631	0.004565445
15.5	0.027935797	0.004459553
15.6	0.027843701	0.004508268
15.7	0.029469211	0.004705881
15.8	0.029250491	0.004624103
15.9	0.028685744	0.004547955
16	0.028325483	0.00454628
16.1	0.028635217	0.004633121
16.2	0.028620881	0.004679512
16.3	0.028021429	0.004564566
16.4	0.027666297	0.004575647
16.5	0.027762829	0.004617392
16.6	0.027932219	0.004656412
16.7	0.027698779	0.004693111
16.8	0.027079543	0.004722847
16.9	0.026852964	0.004853475
17	0.027378342	0.005038958
17.1	0.028298258	0.005208827
17.2	0.027964607	0.005040013
17.3	0.027991174	0.005040058
17.4	0.029279376	0.005162097
17.5	0.028700629	0.004981128
17.6	0.027666871	0.004834298
17.7	0.027194726	0.004823113
17.8	0.027961715	0.004967246
17.9	0.028860384	0.00519011
18	0.028174375	0.005012552
18.1	0.027641803	0.005003199
18.2	0.027140977	0.005081079
18.3	0.027289353	0.00507146
18.4	0.026962519	0.005030891
18.5	0.026265455	0.004951772
18.6	0.025937715	0.005004976
18.7	0.026100238	0.005139452
18.8	0.025554476	0.005117408
18.9	0.025131097	0.005106243
19	0.02516992	0.005198417
19.1	0.026225862	0.005376225
19.2	0.02782988	0.005551732
19.3	0.027640058	0.005574624
19.4	0.026316877	0.005573831
19.5	0.026754284	0.005763708
