0	0.344196579
0.1	0.148000906
0.2	0.108748779
0.3	0.106015337
0.4	0.115709578
0.5	0.110560227
0.6	0.08304356
0.7	0.057694937
0.8	0.059707509
0.9	0.041113727
1	0.041477383
1.1	0.040631816
1.2	0.039773695
1.3	0.038430882
1.4	0.041115257
1.5	0.03476188
1.6	0.03781713
1.7	0.036570551
1.8	0.036059761
1.9	0.035273948
2	0.034133526
2.1	0.037871935
2.2	0.036407485
2.3	0.036740401
2.4	0.034781421
2.5	0.033533274
2.6	0.03316049
2.7	0.033054029
2.8	0.032247651
2.9	0.031966642
3	0.032176322
3.1	0.032094156
3.2	0.031919406
3.3	0.031922211
3.4	0.031757773
3.5	0.031402105
3.6	0.031580706
3.7	0.033098359
3.8	0.032885492
3.9	0.034967736
4	0.034973483
4.1	0.035774642
4.2	0.036798085
4.3	0.036048201
4.4	0.036713616
4.5	0.038860947
4.6	0.038980384
4.7	0.038000078
4.8	0.039733436
4.9	0.039702417
5	0.039918033
5.1	0.03979325
5.2	0.038408932
5.3	0.037779755
5.4	0.038244276
5.5	0.035421937
5.6	0.037493424
5.7	0.03957937
5.8	0.036521101
5.9	0.031975985
6	0.033539039
6.1	0.03555182
6.2	0.035082032
6.3	0.03481425
6.4	0.03632827
6.5	0.037710288
6.6	0.039618903
6.7	0.036576998
6.8	0.034946188
6.9	0.033947106
7	0.034992038
7.1	0.035129347
7.2	0.035245029
7.3	0.036722824
7.4	0.039283125
7.5	0.036693036
7.6	0.038968551
7.7	0.036754102
7.8	0.034787807
7.9	0.039143976
8	0.040683726
8.1	0.044856862
8.2	0.043424443
8.3	0.038630776
8.4	0.039801029
8.5	0.038217815
8.6	0.036867545
8.7	0.037595103
8.8	0.038041396
8.9	0.039170046
9	0.039493861
9.1	0.039131465
9.2	0.038165271
9.3	0.03779484
9.4	0.037764676
9.5	0.03485635
9.6	0.034887828
9.7	0.034708728
9.8	0.03593094
9.9	0.034631089
10	0.038066703
10.1	0.035153272
10.2	0.036792129
10.3	0.035642351
10.4	0.034326315
10.5	0.033218898
10.6	0.034265791
10.7	0.034524618
10.8	0.03354241
10.9	0.033219728
11	0.034050867
11.1	0.034810837
11.2	0.033272397
11.3	0.035158548
11.4	0.035441344
11.5	0.035577926
11.6	0.034054259
11.7	0.034896567
11.8	0.033834703
11.9	0.036232719
12	0.035214807
12.1	0.033608374
12.2	0.034666152
12.3	0.036865029
12.4	0.04105646
12.5	0.037138121
12.6	0.036057915
12.7	0.039203178
12.8	0.03885282
12.9	0.038128275
13	0.036422493
13.1	0.035465484
13.2	0.038464992
13.3	0.033531059
13.4	0.03268354
13.5	0.034182574
13.6	0.037351205
13.7	0.037148068
13.8	0.035597923
13.9	0.034500448
14	0.036047997
14.1	0.038643979
14.2	0.033995461
14.3	0.032969908
14.4	0.034734496
14.5	0.035447785
14.6	0.037770759
14.7	0.037246781
14.8	0.036733253
14.9	0.03652774
15	0.036086846
15.1	0.035589195
15.2	0.037183852
15.3	0.040269674
15.4	0.039578225
15.5	0.038125831
15.6	0.041858492
15.7	0.040245691
15.8	0.040705535
15.9	0.039279373
16	0.03894403
16.1	0.041349424
16.2	0.045776428
16.3	0.043965346
16.4	0.044731201
16.5	0.043645828
16.6	0.042644957
16.7	0.041083382
16.8	0.044402328
16.9	0.050336652
17	0.047049942
17.1	0.049782393
17.2	0.044667942
17.3	0.046343762
17.4	0.046421225
17.5	0.044409727
17.6	0.045220481
17.7	0.048916264
17.8	0.053119091
17.9	0.050402303
18	0.0538452
18.1	0.044472735
18.2	0.042262067
18.3	0.040534505
18.4	0.042383587
18.5	0.046443673
18.6	0.057720322
18.7	0.049997499
18.8	0.049901126
