t		Dm = 8 sig = 0.2		Dm = 8 sig = 0.5		Dm =10 sig = 0.2		Dm = 10 sig = 0.5
97.8		0.000522641		0.005386191		0.000219344		0.001639535
97.9		0.000534731		0.005373782		0.000222921		0.001661208
98		0.000579384		0.005873426		0.00023622		0.00181948
98.1		0.000558505		0.005698485		0.000226618		0.001747352
98.2		0.000508398		0.005241656		0.000205739		0.001564128
98.3		0.000499637		0.005052093		0.000202214		0.001513996
98.4		0.000517257		0.005143871		0.0002069		0.001560172
98.5		0.000520199		0.00525246		0.000206067		0.001566023
98.6		0.000499872		0.005055316		0.000200262		0.00151105
98.7		0.000494453		0.004980558		0.00020012		0.001492639
98.8		0.000526066		0.00521841		0.00021129		0.001572881
98.9		0.000559617		0.005634787		0.000224722		0.001716959
99		0.000565227		0.005749348		0.000227426		0.001725449
99.1		0.000571831		0.005742688		0.000230745		0.001693466
99.2		0.000650358		0.006018554		0.000264354		0.001868179
99.3		0.000709961		0.006990151		0.000287371		0.002202806
99.4		0.000648908		0.006772899		0.000258314		0.002002088
99.5		0.000572395		0.005907136		0.000225934		0.001704114
99.6		0.000576697		0.005633074		0.000224271		0.001660745
99.7		0.000671875		0.006227668		0.000254452		0.001886212
99.8		0.000759649		0.007236783		0.000287349		0.002192108
99.9		0.000696201		0.006865504		0.000262546		0.002010264
