t		Dm = 8 sig = 0.2		Dm = 8 sig = 0.5		Dm =10 sig = 0.2		Dm = 10 sig = 0.5
47.7		0.000267693		0.00159114		0.000136635		0.00094347
47.8		0.000267901		0.00158803		0.000140101		0.000971279
47.9		0.000271938		0.001602895		0.000143571		0.000992915
48		0.000282514		0.00164865		0.000144947		0.00100492
48.1		0.000295979		0.001721378		0.000147228		0.001026142
48.2		0.000311046		0.00179271		0.000153256		0.001072842
48.3		0.000343684		0.001914032		0.000162976		0.001147382
48.4		0.000431388		0.002331161		0.000178003		0.001280231
48.5		0.000451793		0.002530592		0.000176082		0.001277401
48.6		0.00037465		0.002119748		0.000169286		0.001221898
48.7		0.000356778		0.002017754		0.000169229		0.001218651
48.8		0.000432748		0.002365311		0.000185686		0.001340654
48.9		0.000425529		0.002398813		0.000180587		0.00133456
49		0.000326225		0.001927184		0.00015932		0.00113674
49.1		0.000299187		0.001773193		0.000157042		0.001110091
49.2		0.000292988		0.001730871		0.000156362		0.001101656
49.3		0.000287843		0.00170819		0.00015314		0.001086356
49.4		0.000278703		0.001653302		0.000152335		0.001082803
49.5		0.000271769		0.0016147		0.000153624		0.001072998
49.6		0.00026767		0.001578868		0.000150005		0.001038004
49.7		0.000266898		0.001581624		0.000148163		0.001022559
49.8		0.000268519		0.001593237		0.000148379		0.001018525
49.9		0.000271015		0.001607713		0.000151785		0.001034848
50		0.000273964		0.001632881		0.000154538		0.001056021
50.1		0.000283004		0.001686544		0.000154974		0.00108649
50.2		0.000298106		0.001779761		0.000159065		0.001125006
50.3		0.000304543		0.0018356		0.000163703		0.001147291
50.4		0.0003128		0.001885944		0.000169671		0.001185126
50.5		0.000348981		0.002053482		0.000181868		0.001286845
50.6		0.000379475		0.002143748		0.000185404		0.001316728
50.7		0.00033218		0.001968231		0.000170577		0.001194737
50.8		0.000304662		0.001822204		0.000166179		0.001162315
50.9		0.000300746		0.001791402		0.0001643		0.00115312
51		0.000311771		0.00184111		0.00016672		0.001189571
51.1		0.00030853		0.001843944		0.000167351		0.001199523
51.2		0.000304575		0.001820031		0.000170392		0.001205415
51.3		0.000306157		0.001841526		0.000170478		0.001193871
51.4		0.000324058		0.001941837		0.000172444		0.001214948
51.5		0.00030733		0.001842876		0.000165373		0.001160648
51.6		0.000281481		0.001717923		0.000156436		0.001090619
51.7		0.000273278		0.001676118		0.000154965		0.001075662
51.8		0.000271618		0.001681119		0.000155168		0.001077285
51.9		0.000271472		0.001693155		0.000155878		0.001083927
52		0.00027046		0.001691712		0.000157543		0.001091947
52.1		0.000269032		0.001688559		0.000157734		0.001090385
52.2		0.000270478		0.001709895		0.000157713		0.001094831
52.3		0.00027648		0.001759169		0.000161166		0.001130317
52.4		0.000275965		0.001759656		0.000161326		0.001131248
52.5		0.00027595		0.001742281		0.00016143		0.001121043
52.6		0.000282328		0.001759628		0.000162924		0.001127291
52.7		0.000298638		0.001857398		0.000166749		0.001179187
52.8		0.000311063		0.001953595		0.000171186		0.001227406
52.9		0.000313194		0.001968224		0.000174277		0.001253085
53		0.000322749		0.002019224		0.000174037		0.001252738
53.1		0.000386109		0.002326644		0.000185888		0.001349687
53.2		0.000461077		0.002658692		0.000212615		0.001532809
53.3		0.000345496		0.002105173		0.000180368		0.001292972
53.4		0.000309628		0.001922594		0.000168562		0.001193789
53.5		0.000306579		0.001902491		0.000167632		0.001192405
53.6		0.000311802		0.001948558		0.000172766		0.001236699
53.7		0.000288879		0.001825967		0.000169925		0.00121314
53.8		0.000270271		0.001716306		0.00016162		0.001141453
53.9		0.000263864		0.001679425		0.000158564		0.001113873
54		0.000261866		0.001671039		0.000157536		0.001115186
54.1		0.000257792		0.001656563		0.000155538		0.001097721
54.2		0.000255349		0.001633113		0.000153469		0.00108014
54.3		0.00025417		0.001624621		0.000153354		0.001072148
54.4		0.000255365		0.001648364		0.000155629		0.001096491
54.5		0.00026347		0.001700395		0.000160106		0.001137671
54.6		0.000265513		0.00169399		0.000159768		0.00113328
54.7		0.000272681		0.001722645		0.000159527		0.001137489
54.8		0.000288876		0.001817121		0.000163943		0.001171433
54.9		0.000323114		0.002008409		0.000177544		0.001292693
55		0.00032237		0.001988563		0.000174211		0.001256858
55.1		0.000316247		0.00193477		0.000170617		0.001228002
55.2		0.000333755		0.002028389		0.000176288		0.001270655
55.3		0.00039045		0.002446562		0.000200737		0.001463653
55.4		0.000367513		0.002315276		0.000201471		0.001490668
55.5		0.000314861		0.001942388		0.000179978		0.001307312
55.6		0.000298489		0.001844316		0.000171248		0.001229468
55.7		0.000288422		0.00179259		0.000167756		0.001221759
55.8		0.000277968		0.001734247		0.000160636		0.001159977
55.9		0.000269748		0.001683661		0.000155268		0.001115594
56		0.000264579		0.001652711		0.000151941		0.001091086
56.1		0.000262359		0.001655715		0.000151987		0.001093675
56.2		0.000260653		0.001655565		0.000150519		0.001087278
56.3		0.000254822		0.001623166		0.000145989		0.001052149
56.4		0.000250055		0.001601725		0.000142183		0.001021163
56.5		0.000249664		0.001606116		0.000141799		0.001020961
56.6		0.000253791		0.00163456		0.000144918		0.00105129
56.7		0.000257368		0.001659734		0.000145574		0.001055186
56.8		0.00025901		0.001672371		0.000144695		0.001049931
56.9		0.000264805		0.001708825		0.000147097		0.001068883
57		0.000289508		0.001830661		0.000163318		0.001203699
57.1		0.000302591		0.00194045		0.000168191		0.001243472
57.2		0.000289241		0.001850033		0.000158243		0.0011665
57.3		0.000282938		0.00182348		0.000154567		0.001135563
57.4		0.000301275		0.001926909		0.000164155		0.001197925
57.5		0.000343609		0.002149871		0.000189364		0.001417764
57.6		0.000316003		0.001999135		0.000167207		0.001221108
57.7		0.000300548		0.001904284		0.000157029		0.001143471
57.8		0.00031337		0.001963705		0.000162003		0.001182496
57.9		0.000319124		0.002002055		0.000166206		0.001220877
58		0.000294828		0.001854328		0.000154228		0.001133176
58.1		0.000273523		0.00173802		0.000143278		0.001044006
58.2		0.000265109		0.001693399		0.000140679		0.001023621
58.3		0.000264601		0.001689438		0.000142891		0.001043402
58.4		0.000264466		0.001692293		0.000141882		0.001040446
58.5		0.000258051		0.001661068		0.00013703		0.001001129
58.6		0.000254846		0.001644772		0.000135122		0.000985459
58.7		0.000256177		0.001647266		0.000136357		0.001000651
58.8		0.000258889		0.001666036		0.000136964		0.001012311
58.9		0.000254583		0.001638843		0.000131985		0.000982222
59		0.00025199		0.001622087		0.000128952		0.000963284
59.1		0.000256551		0.001645693		0.000130576		0.000982495
59.2		0.000280026		0.001769452		0.000140078		0.001055109
59.3		0.000302258		0.001889913		0.000147123		0.001113724
59.4		0.000296821		0.001878308		0.000143106		0.00107863
59.5		0.000309845		0.001944811		0.000149055		0.001120031
59.6		0.000315763		0.001960249		0.000151418		0.001130951
59.7		0.000298092		0.001868995		0.000139386		0.001025525
59.8		0.000287236		0.001801647		0.000134994		0.00099605
59.9		0.000284732		0.001775062		0.000136527		0.001014327
60		0.000302782		0.001859942		0.000145677		0.001072931
60.1		0.000325142		0.001973477		0.000156609		0.001152699
60.2		0.000292469		0.001806881		0.000140884		0.001037395
60.3		0.000275778		0.001715536		0.00013357		0.000990255
60.4		0.000274391		0.001703323		0.000132706		0.000987343
60.5		0.00027287		0.0016955		0.000129086		0.000964113
60.6		0.000263291		0.001638672		0.000122496		0.000913359
60.7		0.000256718		0.001608438		0.000119036		0.000888225
60.8		0.00025697		0.001613005		0.000118667		0.000884966
60.9		0.000262497		0.001642616		0.000119296		0.000879845
61		0.000263352		0.00164165		0.000118788		0.000873077
61.1		0.000262904		0.001646233		0.000118396		0.000869539
61.2		0.000262745		0.001648022		0.000117926		0.000872189
61.3		0.000271911		0.001697841		0.0001195		0.000893843
61.4		0.000282751		0.001747475		0.000120458		0.000896704
61.5		0.000284536		0.001754398		0.00012148		0.000906715
61.6		0.000286039		0.001746939		0.000122699		0.000903455
61.7		0.00030513		0.001844625		0.000130802		0.000961935
61.8		0.000340022		0.002091178		0.000142568		0.00106221
61.9		0.000321049		0.001973596		0.000137892		0.001020915
62		0.000299457		0.001841364		0.000129963		0.000957967
62.1		0.000306865		0.001871236		0.000131277		0.000976461
62.2		0.000355931		0.002087529		0.00014388		0.001062122
62.3		0.000344323		0.002057352		0.000135536		0.001010402
62.4		0.000299578		0.001806865		0.000120986		0.0009042
62.5		0.000289507		0.001755324		0.000116785		0.000873676
62.6		0.000297565		0.001789724		0.000117802		0.000873823
62.7		0.00028656		0.001749582		0.000115095		0.000849434
62.8		0.000272113		0.001675736		0.000111294		0.000820926
62.9		0.000265574		0.00162752		0.000108975		0.000807862
63		0.000265093		0.001622035		0.000108097		0.000800562
63.1		0.000268066		0.001636471		0.000108102		0.000799404
63.2		0.000265485		0.001617978		0.000107165		0.000793265
63.3		0.000263627		0.001607147		0.000107741		0.000793414
63.4		0.000269391		0.001645279		0.000110517		0.000814345
63.5		0.000287317		0.001749426		0.000115714		0.000857927
63.6		0.00029084		0.00177242		0.000118926		0.000887145
63.7		0.000283714		0.001728834		0.000116768		0.000871899
63.8		0.000293031		0.001748487		0.000118457		0.000892247
63.9		0.000331532		0.001954117		0.000128579		0.000967761
64		0.00035276		0.002102249		0.000132408		0.000971762
64.1		0.000305189		0.001817856		0.000117664		0.000877146
64.2		0.000289065		0.001718127		0.000112276		0.000840243
64.3		0.000290099		0.001724167		0.000112795		0.000842008
64.4		0.000302515		0.001809651		0.000118104		0.000877224
64.5		0.000301757		0.0018052		0.000119916		0.000892688
64.6		0.000296611		0.001774394		0.000118496		0.000892498
64.7		0.000295008		0.001750794		0.000116147		0.000868452
64.8		0.000299075		0.001768381		0.00011687		0.000869501
64.9		0.000297974		0.001755323		0.00011755		0.000881119
65		0.000282317		0.00169702		0.000111769		0.000839674
65.1		0.000276647		0.001673774		0.000109923		0.000823082
65.2		0.000278759		0.001700927		0.000110723		0.0008283
65.3		0.000283311		0.001727287		0.000113217		0.000851518
65.4		0.000282967		0.00173454		0.000114202		0.00086017
65.5		0.000284672		0.001740386		0.000113701		0.000853253
65.6		0.00029958		0.001824148		0.000116729		0.000877904
65.7		0.000309326		0.001866777		0.000119562		0.000903469
65.8		0.000298664		0.001793038		0.000118125		0.000906295
65.9		0.000289938		0.001749668		0.000114735		0.000869899
66		0.000289067		0.001749083		0.000115246		0.00087286
66.1		0.000293265		0.001791717		0.000117753		0.000899565
66.2		0.000283872		0.001751799		0.000117114		0.000899069
66.3		0.000281803		0.001730877		0.000117587		0.000897978
66.4		0.000292405		0.001774903		0.000121086		0.000912872
66.5		0.000325591		0.001909726		0.000133028		0.000994679
66.6		0.000325028		0.001913915		0.000134246		0.001007454
66.7		0.000309422		0.001830791		0.000130787		0.000998875
66.8		0.000296252		0.001790253		0.000125206		0.000962956
66.9		0.000302728		0.001844231		0.000126622		0.000971693
67		0.000300145		0.001833687		0.000127382		0.00098317
67.1		0.000290536		0.001780529		0.000124457		0.000952258
67.2		0.000284407		0.001728921		0.000120699		0.000921134
67.3		0.00028146		0.001719848		0.000120246		0.000916433
67.4		0.000279642		0.001703422		0.000121513		0.000928387
67.5		0.000271178		0.00165021		0.000120198		0.000926112
67.6		0.00026543		0.001629863		0.000119522		0.000926184
67.7		0.000266347		0.001654247		0.000120437		0.000940981
67.8		0.000276126		0.001714832		0.000125221		0.000980447
67.9		0.000286021		0.001778789		0.000129495		0.001022674
68		0.000292163		0.001800341		0.000131355		0.001043522
68.1		0.000304658		0.001835311		0.000134699		0.001060918
68.2		0.000340355		0.002015119		0.000147695		0.001140478
68.3		0.00037612		0.002246999		0.0001621		0.001258652
68.4		0.000327172		0.001966281		0.000146282		0.001162854
68.5		0.000311756		0.001886219		0.000139902		0.001120054
68.6		0.000327309		0.001976615		0.000145326		0.001154785
68.7		0.000358514		0.002179241		0.0001565		0.001241518
68.8		0.00033506		0.002027772		0.000149481		0.001176484
68.9		0.000310682		0.001847902		0.000142911		0.001092732
69		0.000301655		0.001804		0.000142711		0.00106848
69.1		0.000299234		0.001812906		0.000144915		0.001091531
69.2		0.000284953		0.001740218		0.000141435		0.001072441
69.3		0.000271732		0.001655407		0.000138555		0.001061241
69.4		0.000266385		0.001617186		0.000139385		0.001068227
69.5		0.000268742		0.001641056		0.000143125		0.001095717
69.6		0.000272725		0.001668971		0.000145775		0.001122817
69.7		0.000271109		0.001666841		0.000145448		0.00112147
69.8		0.000269979		0.001665587		0.000145323		0.001123042
69.9		0.000281075		0.001747665		0.000151631		0.00117595
70		0.000299658		0.001862958		0.000160167		0.001258587
70.1		0.000290399		0.001803889		0.00015613		0.00122927
70.2		0.000290087		0.001806174		0.00015568		0.001220796
70.3		0.00030783		0.001926351		0.000162564		0.001275854
70.4		0.000344457		0.002152809		0.000175095		0.001379322
70.5		0.000312803		0.001989556		0.000163512		0.001291958
70.6		0.000279365		0.001777313		0.000152565		0.001201071
70.7		0.000267754		0.001701013		0.000149569		0.001173507
70.8		0.000269412		0.001704057		0.000151786		0.00118909
70.9		0.000266724		0.001697877		0.000153036		0.001207748
71		0.000263513		0.001674194		0.000152907		0.001199253
71.1		0.000272706		0.001732982		0.0001579		0.001230307
71.2		0.000303586		0.001919611		0.000171708		0.001329186
71.3		0.00033205		0.002158234		0.000184957		0.001444079
71.4		0.000303746		0.001971894		0.000177941		0.001392791
71.5		0.000283231		0.00185041		0.000172662		0.001354131
71.6		0.000287176		0.001888418		0.000177873		0.00139538
71.7		0.000298802		0.001993147		0.000185944		0.001458231
71.8		0.000288187		0.001914209		0.000182658		0.001424647
71.9		0.000276679		0.001833986		0.00017768		0.001390428
72		0.000278169		0.00183746		0.000177628		0.00137997
72.1		0.000285134		0.001915524		0.000179711		0.00140076
72.2		0.000280051		0.001905257		0.000178198		0.001393839
72.3		0.000269974		0.001828405		0.000175009		0.001370037
72.4		0.000268383		0.001834254		0.000176051		0.00138543
72.5		0.000278051		0.001893183		0.000183391		0.001441066
72.6		0.00028205		0.001949123		0.000186225		0.001466058
72.7		0.00026894		0.001841396		0.00017961		0.00142564
72.8		0.000268698		0.001823165		0.000178445		0.001411274
72.9		0.000289571		0.001948177		0.00018537		0.001462532
73		0.000321584		0.002176288		0.000197616		0.00157076
73.1		0.000307256		0.002086666		0.000195409		0.001558541
73.2		0.000284564		0.001925591		0.00018871		0.001500638
73.3		0.000290495		0.001984845		0.000194207		0.001540014
73.4		0.000322507		0.00225227		0.000215007		0.001706562
73.5		0.000321234		0.002341441		0.00022344		0.001787065
73.6		0.0003001		0.00217623		0.000215263		0.001709985
73.7		0.000288496		0.002091549		0.000208283		0.00164279
73.8		0.000283266		0.002073972		0.000204134		0.001608689
73.9		0.000273923		0.00201316		0.00020318		0.001596244
74		0.0002592		0.001901984		0.000197672		0.001552185
74.1		0.000253631		0.001859513		0.000195909		0.001539402
74.2		0.000258461		0.001914271		0.000200785		0.001574356
74.3		0.000270539		0.00204362		0.00021064		0.001650177
74.4		0.00028271		0.002153336		0.000223108		0.001759606
74.5		0.000297932		0.002250046		0.000231712		0.001864781
74.6		0.000332249		0.002532075		0.000242551		0.00197995
74.7		0.000381459		0.002942179		0.000258274		0.002121227
74.8		0.000352716		0.002679174		0.000248985		0.002044468
74.9		0.000305138		0.002308033		0.000226947		0.001859539
75		0.000301169		0.002290459		0.000224288		0.001828873
75.1		0.000322904		0.002499054		0.000234595		0.001891639
75.2		0.000316005		0.002523024		0.000238115		0.001941955
75.3		0.000280973		0.002203768		0.000221642		0.001802815
75.4		0.000274237		0.002105394		0.000217106		0.001749458
75.5		0.000287375		0.00219935		0.000223664		0.001796235
75.6		0.000293923		0.002249588		0.000233035		0.001863276
75.7		0.000285915		0.002158775		0.000235446		0.001881793
75.8		0.00028029		0.002130524		0.000236448		0.001893584
75.9		0.000280912		0.002153814		0.000238255		0.001911643
76		0.000291687		0.002266089		0.000249341		0.001997015
76.1		0.000294268		0.002334038		0.000256318		0.002073796
76.2		0.000285347		0.002274462		0.000250956		0.002032589
76.3		0.000292238		0.002357645		0.000255573		0.002073937
76.4		0.000310486		0.002545198		0.000266035		0.002165413
76.5		0.000317947		0.002563737		0.00027541		0.002263466
76.6		0.000303209		0.002465344		0.00026881		0.002210128
76.7		0.000300776		0.002517474		0.000267091		0.002206395
76.8		0.000334145		0.002874861		0.000291857		0.002401111
76.9		0.000358378		0.003180428		0.000310658		0.002590569
77		0.000313023		0.002718111		0.000279234		0.0023016
77.1		0.000288973		0.002407729		0.000258059		0.002119052
77.2		0.000294431		0.00240126		0.000258383		0.002109347
77.3		0.000298318		0.002428559		0.000257612		0.002110214
77.4		0.000293561		0.002387273		0.000255024		0.002107636
77.5		0.000288616		0.002312552		0.000252342		0.00208775
77.6		0.000304561		0.002385299		0.000263776		0.002163945
77.7		0.000358781		0.002779939		0.000301771		0.002440473
77.8		0.000418974		0.003557932		0.000341581		0.002844166
77.9		0.00036157		0.003022033		0.000304898		0.002574266
78		0.000360648		0.003015234		0.000305154		0.002548112
78.1		0.000379235		0.003180086		0.000321102		0.00266963
78.2		0.000371701		0.003112762		0.000315392		0.002588792
78.3		0.000336917		0.002804342		0.000301045		0.002450577
78.4		0.00030807		0.002571588		0.000281572		0.002298578
78.5		0.000305875		0.002561032		0.0002815		0.002298188
78.6		0.000309823		0.002623121		0.000287194		0.002351398
78.7		0.000307005		0.002590114		0.00028612		0.00232061
78.8		0.000305647		0.002572822		0.000285946		0.002306507
78.9		0.00031667		0.002663297		0.000296497		0.002386799
79		0.000337092		0.002823218		0.000312563		0.002506933
79.1		0.000350333		0.00290994		0.000325969		0.002631363
79.2		0.000344139		0.002856243		0.000316532		0.002561131
79.3		0.000347281		0.002874178		0.000317562		0.00254758
79.4		0.000378587		0.003151766		0.00034152		0.002744025
79.5		0.000406565		0.003387104		0.000355947		0.002808914
79.6		0.000369871		0.003097115		0.000326481		0.00262715
79.7		0.000353476		0.002905256		0.000312149		0.002451033
79.8		0.000367953		0.003004613		0.000322943		0.002508598
79.9		0.000392433		0.003203006		0.000346257		0.002732525
80		0.00036026		0.003034511		0.000321237		0.002614596
80.1		0.00034488		0.002873036		0.000309724		0.002472012
80.2		0.000353247		0.002957421		0.000316601		0.002526916
80.3		0.000349767		0.00293177		0.000311718		0.002513021
80.4		0.00034509		0.002907769		0.000304236		0.002442351
80.5		0.000334379		0.002797906		0.0002955		0.002327862
80.6		0.000332365		0.002797923		0.000291732		0.002294621
80.7		0.000345425		0.002873373		0.00029554		0.002316042
80.8		0.000349512		0.002953893		0.000297832		0.002349973
80.9		0.000348413		0.002980566		0.000299929		0.002373103
81		0.000361222		0.003153464		0.000316203		0.002514872
81.1		0.000408354		0.003647677		0.00035138		0.002779448
81.2		0.000469213		0.004322939		0.000390396		0.003108667
81.3		0.000442928		0.004112976		0.000382542		0.003038754
81.4		0.000411395		0.003688268		0.000359284		0.002764616
81.5		0.000442611		0.003775296		0.000372811		0.002818919
81.6		0.000446246		0.003956663		0.000373827		0.002900766
81.7		0.000375384		0.003356946		0.000322402		0.002554505
81.8		0.000342904		0.003015178		0.000301642		0.002355758
81.9		0.000338011		0.002969572		0.000295096		0.002299645
82		0.000352314		0.003076483		0.00030404		0.002377434
82.1		0.000363603		0.003229603		0.000314005		0.002473889
82.2		0.000357905		0.003197736		0.000311188		0.002469082
82.3		0.000367063		0.00322317		0.000313373		0.002499847
82.4		0.000412433		0.003628476		0.000341049		0.002736504
82.5		0.000435833		0.003745361		0.000351856		0.002842213
82.6		0.000393126		0.003470284		0.000321927		0.002577808
82.7		0.000370686		0.003302228		0.000309993		0.002455332
82.8		0.000381101		0.00343566		0.000314169		0.002477643
82.9		0.000393069		0.00359934		0.000314354		0.002485132
83		0.000376724		0.003469191		0.000305397		0.002413402
83.1		0.000360028		0.00330139		0.000298428		0.002336221
83.2		0.000368285		0.003353668		0.000303168		0.00234965
83.3		0.00038947		0.003545552		0.000315436		0.002420134
83.4		0.000386465		0.00360511		0.000309426		0.002426461
83.5		0.000368066		0.003414678		0.000298033		0.002332339
83.6		0.000360296		0.003336935		0.000295193		0.002282499
83.7		0.000369671		0.003386859		0.000298979		0.002287575
83.8		0.000385437		0.003572432		0.000305033		0.002368479
83.9		0.000374065		0.00344059		0.000296949		0.002294426
84		0.000372302		0.003368529		0.000298146		0.002260893
84.1		0.000396549		0.003483906		0.000313025		0.002316199
84.2		0.000445883		0.003982375		0.000343429		0.002596217
84.3		0.000431652		0.003831776		0.000335446		0.002548499
84.4		0.000403835		0.003682958		0.000320999		0.002463372
84.5		0.000408468		0.003713138		0.000323532		0.002469754
84.6		0.000468263		0.004339699		0.000358119		0.002779282
84.7		0.000452244		0.0041611		0.000340704		0.002620907
84.8		0.000380441		0.003511676		0.000294696		0.002271285
84.9		0.000363494		0.003343387		0.000281228		0.002137009
85		0.000358026		0.003334844		0.000269724		0.002048885
85.1		0.0003536		0.003330354		0.00026269		0.002016867
85.2		0.000344539		0.003244613		0.000257022		0.001960857
85.3		0.000340985		0.003188828		0.000254258		0.001928393
85.4		0.000351349		0.003292094		0.00025782		0.001943549
85.5		0.000377176		0.003541441		0.000268613		0.002028385
85.6		0.000399846		0.003770499		0.000285935		0.002165098
85.7		0.000399166		0.003822359		0.000292056		0.002212112
85.8		0.00042636		0.004099562		0.000314739		0.002346272
85.9		0.000460535		0.004486173		0.000329911		0.002469681
86		0.000458366		0.004437495		0.000335486		0.002496587
86.1		0.000420339		0.004095115		0.00031424		0.002385987
86.2		0.00040296		0.003919605		0.000293995		0.002196037
86.3		0.000430387		0.004105856		0.000300331		0.002219955
86.4		0.000459244		0.004410121		0.000316859		0.002379489
86.5		0.000405942		0.00396894		0.000290469		0.002204043
86.6		0.000381745		0.003743002		0.000273812		0.002078418
86.7		0.000398952		0.003962823		0.000280411		0.002145319
86.8		0.000408272		0.004200824		0.000280906		0.002202992
86.9		0.000370062		0.003746321		0.000256565		0.001983698
87		0.000356652		0.003569132		0.000244747		0.001875295
87.1		0.000369245		0.00364614		0.000244563		0.001866209
87.2		0.000395395		0.003894245		0.000251932		0.001923404
87.3		0.000392695		0.003905036		0.000250697		0.001915439
87.4		0.000378392		0.003794409		0.00024423		0.001855765
87.5		0.000376689		0.003772172		0.000239967		0.001832401
87.6		0.000401206		0.004030737		0.000252143		0.001928251
87.7		0.00042134		0.004427915		0.000267717		0.002073827
87.8		0.00041292		0.004314301		0.000272222		0.0020914
87.9		0.000412017		0.004289536		0.000268496		0.002017734
88		0.000452358		0.004700711		0.000284143		0.002123046
88.1		0.000473322		0.004901448		0.000291584		0.002204892
88.2		0.000432209		0.004552956		0.000268607		0.002048174
88.3		0.000395241		0.004125227		0.000246069		0.001886269
88.4		0.000388589		0.004039409		0.000240786		0.001857463
88.5		0.000396377		0.004046334		0.0002471		0.001894984
88.6		0.000384997		0.003955165		0.000242538		0.001886314
88.7		0.000380005		0.003891429		0.000237002		0.001832693
88.8		0.000405177		0.00405613		0.0002462		0.001873458
88.9		0.000488714		0.004763457		0.000286531		0.002173725
89		0.00051505		0.005169282		0.000301823		0.00235422
89.1		0.000432253		0.004322967		0.000257252		0.001972049
89.2		0.00040152		0.004041498		0.000236816		0.001803272
89.3		0.000402431		0.004072833		0.000235073		0.001790854
89.4		0.000409124		0.004295439		0.000241289		0.00186047
89.5		0.000388529		0.004124506		0.0002318		0.001797133
89.6		0.000383018		0.004061056		0.000222277		0.001715021
89.7		0.000392622		0.004115771		0.000219466		0.001688176
89.8		0.000401219		0.004154815		0.000220961		0.001701618
89.9		0.000399148		0.004127005		0.000222775		0.001706783
90		0.000390097		0.004036418		0.000218581		0.001665923
90.1		0.000401682		0.004109632		0.000222169		0.001684458
90.2		0.000447329		0.004574324		0.000247966		0.001892236
90.3		0.00046833		0.004987548		0.000265705		0.002068279
90.4		0.000438361		0.004601783		0.000248758		0.001902302
90.5		0.000443276		0.004466017		0.000241827		0.001820696
90.6		0.000499608		0.004824019		0.000263802		0.00198766
90.7		0.000512608		0.004961754		0.000277264		0.002144937
90.8		0.000454012		0.004661388		0.000247151		0.001941701
90.9		0.000427107		0.004398488		0.000231327		0.001771782
91		0.000452233		0.004577987		0.00024199		0.001828706
91.1		0.000492144		0.004976188		0.000271033		0.002037635
91.2		0.000477837		0.005389532		0.000276694		0.002202737
91.3		0.000433161		0.004777234		0.000238018		0.001841547
91.4		0.000427396		0.00449923		0.000226352		0.001726458
91.5		0.000432119		0.004522098		0.000223674		0.00174297
91.6		0.000416311		0.004337837		0.000215392		0.001690387
91.7		0.000403146		0.004175196		0.000208388		0.001614198
91.8		0.000395703		0.004075104		0.000204618		0.00156903
91.9		0.000402849		0.004146927		0.000207794		0.001600908
92		0.000429151		0.004431512		0.000223104		0.001720628
92.1		0.000434601		0.004622512		0.000225398		0.001746392
92.2		0.000439624		0.004588737		0.000226424		0.00172128
92.3		0.000483955		0.004919958		0.000246718		0.001858288
92.4		0.000523701		0.005431135		0.000266634		0.002052799
92.5		0.000497921		0.005185154		0.000252421		0.001943723
92.6		0.000473221		0.004869821		0.000239281		0.001812515
92.7		0.000480652		0.004914157		0.000240238		0.001807665
92.8		0.000504816		0.005182772		0.000247645		0.00187603
92.9		0.000475236		0.004959832		0.000237735		0.00184535
93		0.00044466		0.004680071		0.00022146		0.001713276
93.1		0.000442034		0.004567273		0.000218455		0.001660291
93.2		0.00046244		0.004730109		0.00022674		0.001727356
93.3		0.000503414		0.005127116		0.000241302		0.001853761
93.4		0.00047781		0.004899932		0.000227412		0.001757076
93.5		0.000471675		0.004830094		0.000224095		0.001711077
93.6		0.000486581		0.004891159		0.0002301		0.001745797
93.7		0.000510455		0.005093742		0.00024054		0.001852548
93.8		0.000474298		0.004976881		0.000224644		0.001740622
93.9		0.000446904		0.004649797		0.000214759		0.001626206
94		0.000447588		0.004556826		0.000216263		0.001615158
94.1		0.000456208		0.004636544		0.000220768		0.001656364
94.2		0.000456618		0.004670901		0.000221703		0.001679942
94.3		0.000449424		0.004658411		0.000217587		0.001646751
94.4		0.000451843		0.004647781		0.000218973		0.001639803
94.5		0.000488254		0.005019734		0.000236469		0.001776451
94.6		0.000548278		0.005597415		0.00025821		0.001981627
94.7		0.000499089		0.005262897		0.000234591		0.001780854
94.8		0.000468018		0.004804444		0.00021779		0.001619309
94.9		0.000479527		0.00487717		0.000220969		0.001637815
95		0.000517686		0.00526899		0.000234502		0.001785043
95.1		0.000509101		0.005302522		0.000226801		0.00176122
95.2		0.000507991		0.0051462		0.000224788		0.001694133
95.3		0.000539613		0.005368		0.000235445		0.001755705
95.4		0.000647264		0.006377159		0.000271063		0.002029483
95.5		0.000633745		0.006659689		0.00026533		0.002078378
95.6		0.000537735		0.005509795		0.000233242		0.001783876
95.7		0.000511311		0.005103436		0.000224743		0.001685559
95.8		0.000516751		0.005299347		0.000227602		0.001739521
95.9		0.000503987		0.005263782		0.000220922		0.001705301
96		0.000468792		0.004913429		0.000203502		0.00155071
96.1		0.000455494		0.00472514		0.000198559		0.001491299
96.2		0.000461163		0.004746525		0.000200671		0.001505533
96.3		0.000472847		0.004890834		0.00020382		0.00154462
96.4		0.000470077		0.004887655		0.000201839		0.001523126
96.5		0.00046154		0.004774845		0.000199351		0.001484238
96.6		0.000481218		0.004896727		0.000208402		0.001543608
96.7		0.000526649		0.005439255		0.000224056		0.00169175
96.8		0.000553908		0.005665944		0.000235533		0.001758166
96.9		0.000511829		0.005222781		0.000220032		0.00161929
97		0.000524924		0.005183127		0.000227335		0.001630853
97.1		0.000648293		0.006087989		0.000273041		0.001945573
97.2		0.000636639		0.006618952		0.000259838		0.001982247
97.3		0.000550287		0.005712398		0.000231475		0.001722859
97.4		0.000540811		0.005505013		0.000235783		0.001704098
97.5		0.000622671		0.006040595		0.000265787		0.001916627
97.6		0.000673776		0.006875429		0.000291583		0.002238713
97.7		0.000573586		0.006048431		0.000241045		0.001848029
