t		SE_nodrifter		SE_drifter
8.05		2642.806235		6.52435E-06
8.06		2648.573635		6.67013E-06
8.07		2656.057235		6.55205E-06
8.08		2664.565842		6.80853E-06
8.09		2670.947669		6.6346E-06
8.1		2676.609782		6.88614E-06
8.11		2683.152359		6.9033E-06
8.12		2691.13198		6.89879E-06
8.13		2699.8		6.81511E-06
8.14		2708.929847		7.00301E-06
8.15		2718.153444		7.00015E-06
8.16		2729.027559		7.43146E-06
8.17		2736.345516		7.28274E-06
8.18		2744.746474		7.77444E-06
8.19		2753.117945		7.60702E-06
8.2		2761.046844		7.74603E-06
8.21		2768.325269		7.57683E-06
8.22		2775.214745		7.64582E-06
8.23		2781.617251		7.62614E-06
8.24		2787.577366		7.99374E-06
8.25		2794.098495		7.91858E-06
8.26		2801.023094		7.97583E-06
8.27		2808.21496		7.90626E-06
8.28		2816.481381		7.81491E-06
8.29		2826.070614		7.89229E-06
8.3		2837.370875		7.91199E-06
8.31		2845.655965		7.33857E-06
8.32		2858.335701		7.33411E-06
8.33		2875.200994		7.1243E-06
8.34		2895.195833		7.56198E-06
8.35		2916.534428		7.24178E-06
8.36		2934.529722		7.53714E-06
8.37		2951.264972		7.08505E-06
8.38		2964.114742		6.68788E-06
8.39		2972.133625		6.62453E-06
8.4		2979.848647		6.84064E-06
8.41		2990.74088		6.19244E-06
8.42		3004.432128		6.30889E-06
8.43		3016.679116		6.5918E-06
8.44		3027.599658		6.37938E-06
8.45		3040.197243		7.09317E-06
8.46		3054.935929		6.44293E-06
8.47		3071.469572		7.05069E-06
8.48		3089.27045		6.69511E-06
8.49		3108.976079		7.0065E-06
8.5		3130.681997		6.81129E-06
8.51		3154.261824		6.86967E-06
8.52		3179.88943		6.95171E-06
8.53		3207.363582		6.90528E-06
8.54		3239.248165		6.90172E-06
8.55		3272.872543		6.75699E-06
8.56		3305.206345		6.9297E-06
8.57		3335.26584		6.89724E-06
8.58		3363.599416		6.9078E-06
8.59		3390.800258		6.99769E-06
8.6		3412.740024		6.84698E-06
8.61		3436.911631		7.27633E-06
8.62		3456.868499		6.83166E-06
8.63		3478.588243		6.8754E-06
8.64		3500.448049		6.86635E-06
8.65		3521.060859		6.4132E-06
8.66		3542.56193		6.92167E-06
8.67		3562.391293		6.73483E-06
8.68		3580.464418		6.35204E-06
8.69		3597.404185		6.19784E-06
8.7		3614.085685		6.50501E-06
8.71		3630.615213		6.04791E-06
8.72		3646.828144		6.41957E-06
8.73		3662.690171		5.91275E-06
8.74		3678.319225		6.35895E-06
8.75		3694.868925		5.82867E-06
8.76		3710.381865		6.27964E-06
8.77		3728.483062		5.65958E-06
8.78		3747.291609		6.05005E-06
8.79		3767.78442		5.8991E-06
8.8		3789.687365		6.19987E-06
8.81		3812.642691		5.73798E-06
8.82		3836.615132		5.92692E-06
8.83		3861.290481		6.13294E-06
8.84		3885.929337		5.86232E-06
8.85		3912.644419		6.0356E-06
8.86		3941.804101		5.89988E-06
8.87		3974.402638		6.16092E-06
8.88		4010.289892		5.69999E-06
8.89		4048.277569		6.06338E-06
8.9		4089.017076		5.76064E-06
8.91		4130.246006		6.00409E-06
8.92		4191.316334		5.84118E-06
8.93		4227.477406		5.92252E-06
8.94		4277.140763		5.84488E-06
8.95		4328.539997		6.01697E-06
8.96		4377.2319		5.70712E-06
8.97		4421.329034		5.8592E-06
8.98		4468.790639		5.87661E-06
8.99		4516.20016		5.56005E-06
9		4560.122194		5.64201E-06
9.01		4593.388686		5.37643E-06
9.02		4633.005619		5.58636E-06
9.03		4675.365117		5.16994E-06
9.04		4713.061091		5.09362E-06
9.05		4744.828021		4.88371E-06
9.06		4775.80331		4.88059E-06
9.07		4806.413739		4.73244E-06
9.08		4833.400046		4.75769E-06
9.09		4861.101062		4.54462E-06
9.1		4888.774314		4.63932E-06
9.11		4916.224317		4.41597E-06
9.12		4943.302726		4.38856E-06
9.13		4969.738917		4.55234E-06
9.14		4996.061989		4.45545E-06
9.15		5021.751031		4.1249E-06
9.16		5043.952883		4.37418E-06
9.17		5064.803697		4.34216E-06
9.18		5084.236023		4.48221E-06
9.19		5102.306236		4.43302E-06
9.2		5120.105029		4.45352E-06
9.21		5138.228823		4.55604E-06
9.22		5157.936507		4.52079E-06
9.23		5178.524723		4.64477E-06
9.24		5200.701039		4.73019E-06
9.25		5224.326275		4.83818E-06
9.26		5248.904679		4.90203E-06
9.27		5274.184446		4.91301E-06
9.28		5299.940298		5.02643E-06
9.29		5329.318615		5.07059E-06
9.3		5358.115808		5.18155E-06
9.31		5385.59136		5.26996E-06
9.32		5410.769558		5.42921E-06
9.33		5432.788917		5.21016E-06
9.34		5452.140786		5.58463E-06
9.35		5471.286697		5.45621E-06
9.36		5492.185617		5.4423E-06
9.37		5516.811		5.4863E-06
9.38		5547.472903		5.37521E-06
9.39		5584.045253		5.72871E-06
9.4		5623.364666		6.03329E-06
9.41		5667.688155		5.60408E-06
9.42		5718.503338		5.77588E-06
9.43		5772.825716		5.92371E-06
9.44		5830.313599		6.07707E-06
9.45		5889.896571		6.06757E-06
9.46		5950.128573		6.2289E-06
9.47		6010.959324		6.32656E-06
9.48		6069.460975		6.21072E-06
9.49		6122.629438		6.48697E-06
9.5		6171.615182		6.7233E-06
9.51		6218.043347		6.93785E-06
9.52		6262.606945		6.74358E-06
9.53		6305.718703		7.15143E-06
9.54		6347.667773		6.58237E-06
9.55		6389.324756		6.63455E-06
9.56		6428.741679		6.81661E-06
9.57		6465.349863		6.73074E-06
9.58		6502.260047		6.86403E-06
9.59		6541.99319		7.04393E-06
9.6		6580.720021		6.9885E-06
9.61		6619.283301		7.16532E-06
9.62		6658.137723		6.93317E-06
9.63		6697.933716		7.00647E-06
9.64		6739.05462		6.8784E-06
9.65		6780.9612		7.02621E-06
9.66		6823.348006		7.12823E-06
9.67		6862.957471		7.25518E-06
9.68		6904.869446		6.62094E-06
9.69		6949.319677		6.93415E-06
9.7		6998.773222		6.7585E-06
9.71		7048.126128		6.8429E-06
9.72		7098.36992		6.89788E-06
9.73		7151.209938		6.81061E-06
9.74		7205.823514		6.57104E-06
9.75		7262.869336		6.61424E-06
9.76		7320.635786		6.66344E-06
9.77		7377.705452		6.66191E-06
9.78		7437.22828		6.72059E-06
9.79		7497.405561		6.83117E-06
9.8		7557.780025		6.79503E-06
9.81		7618.058611		7.0109E-06
9.82		7679.158369		6.98887E-06
9.83		7740.805429		7.1451E-06
9.84		7803.322307		7.17396E-06
9.85		7867.902095		7.11962E-06
9.86		7934.781646		7.23443E-06
9.87		8004.440752		7.02421E-06
9.88		8070.026124		7.21048E-06
9.89		8137.275004		7.08262E-06
9.9		8202.981293		7.07845E-06
9.91		8273.723818		7.07935E-06
9.92		8340.936032		7.16417E-06
9.93		8406.582152		7.02409E-06
9.94		8468.707553		7.1167E-06
9.95		8527.177539		7.01927E-06
9.96		8579.844328		6.98334E-06
9.97		8631.881221		7.12235E-06
9.98		8679.512004		6.91789E-06
9.99		8707.543919		6.91888E-06
