0		0.34354594		0.344196579		0.344196579		0.118471285
0.1		0.32371633		0.094008417		0.183420252		0.033642989
0.2		0.296784808		0.084636715		0.143955785		0.020723268
0.3		0.281832938		0.085153073		0.112041348		0.012553264
0.4		0.298332534		0.090638063		0.095186458		0.009060462
0.5		0.327152255		0.095712851		0.089721929		0.008050025
0.6		0.312051986		0.088341643		0.089324986		0.007978953
0.7		0.307815153		0.083818298		0.073455811		0.005395756
0.8		0.313738435		0.076991479		0.043097222		0.001857371
0.9		0.338148919		0.076363287		0.026930182		0.000725235
1		0.228651818		0.080339978		0.027244954		0.000742288
1.1		0.218832781		0.080239615		0.023823978		0.000567582
1.2		0.21920841		0.069391003		0.013532396		0.000183126
1.3		0.219404172		0.075118778		0.011421232		0.000130445
1.4		0.219036514		0.069167638		0.013550032		0.000183603
1.5		0.215090788		0.07077894		0.014130746		0.000199678
1.6		0.211988694		0.07418624		0.013549249		0.000183582
1.7		0.211005637		0.081227956		0.014935897		0.000223081
1.8		0.21261447		0.082324283		0.016483135		0.000271694
1.9		0.215185339		0.077133781		0.020953026		0.000439029
2		0.215455795		0.074144917		1.74058E-10		3.02963E-20
2.1		0.216866214		0.074427517		6.15634E-10		3.79006E-19
2.2		0.218986682		0.072186488		1.81382E-10		3.28994E-20
2.3		0.220609553		0.078381711		3.12866E-10		9.78853E-20
2.4		0.219409996		0.081554248		2.09948E-10		4.40781E-20
2.5		0.21633966		0.074327357		2.08215E-10		4.33537E-20
2.6		0.212692215		0.075681082		1.87498E-10		3.51555E-20
2.7		0.209847767		0.075349644		1.90754E-10		3.63871E-20
2.8		0.208350619		0.074400421		1.88432E-10		3.55065E-20
2.9		0.208089851		0.074484107		1.98635E-10		3.94558E-20
3		0.20779756		0.077584478		1.92127E-10		3.69126E-20
3.1		0.20766333		0.081148034		1.73181E-10		2.99916E-20
3.2		0.207701293		0.080506618		2.11903E-10		4.49027E-20
3.3		0.205991416		0.080731349		2.09946E-10		4.40773E-20
3.4		0.202029409		0.082436271		2.18243E-10		4.76299E-20
3.5		0.197228952		0.086917878		1.71213E-10		2.93139E-20
3.6		0.192356603		0.085869068		1.34669E-10		1.81357E-20
3.7		0.189491292		0.088160606		1.75331E-10		3.0741E-20
3.8		0.187102499		0.087954545		1.7858E-10		3.18907E-20
3.9		0.184957944		0.091608681		1.60147E-10		2.5647E-20
4		0.181538453		0.091456256		1.08422E-10		1.17552E-20
4.1		0.180548804		0.088659775		1.50499E-10		2.265E-20
4.2		0.179527906		0.090213189		1.56264E-10		2.44184E-20
4.3		0.17821213		0.089960571		1.71597E-10		2.94454E-20
4.4		0.178262167		0.096161023		1.22468E-10		1.49984E-20
4.5		0.181978317		0.090748929		1.20004E-10		1.44009E-20
4.6		0.179569968		0.09212667		1.78291E-10		3.17877E-20
4.7		0.177619564		0.092196443		1.78323E-10		3.1799E-20
4.8		0.178032592		0.0946609		1.13121E-10		1.27964E-20
4.9		0.179513884		0.096452434		1.1557E-10		1.33563E-20
5		0.179342551		0.095826721		1.62677E-10		2.64638E-20
5.1		0.177485938		0.094242502		1.64892E-10		2.71893E-20
5.2		0.175280033		0.09129292		1.52834E-10		2.33583E-20
5.3		0.172073637		0.097694158		1.92608E-10		3.70979E-20
5.4		0.165954028		0.095052625		1.83138E-10		3.35396E-20
5.5		0.161644891		0.105042064		1.86472E-10		3.47717E-20
5.6		0.159496898		0.10072404		1.54042E-10		2.37289E-20
5.7		0.158456011		0.103257255		3.78855E-10		1.43531E-19
